de	de	P	_
temps	temps	NC	_
ne	ne	ADV	_
t'	tu	CLO	_
es	être	V	_
-tu	tu	CLS	_
débarbouillé	débarbouiller	VPP	_
,	,	PONCT	_
ignoble	ignoble	ADJ	_
drôle	drôle	NC	_
?	?	PONCT	_
Le	le	DET	_
Roi	roi	NC	_
.	.	PONCT	_
-	-	PONCT	_
mais	mais	CC	_
ce	ce	DET	_
soldat	soldat	NC	_
est	être	V	_
fort	fort	ADV	_
propre	propre	ADJ	_
.	.	PONCT	_
Qu'	que	PROWH	_
avez	avoir	V	_
-vous	vous	CLS	_
donc	donc	ADV	_
,	,	PONCT	_
père	père	NC	_
Ubu	Ubu	NP	_
?	?	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
voilà	voilà	I	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
lui	il	CLO	_
écrase	écraser	V	_
le	le	DET	_
pied	pied	NC	_
.	.	PONCT	_
)	)	PONCT	_
Le	le	DET	_
Roi	roi	NC	_
.	.	PONCT	_
-	-	PONCT	_
misérable	misérable	ADJ	_
!	!	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
merdre	merdre	I	_
!	!	PONCT	_
à	à	P	_
moi	je	PRO	_
,	,	PONCT	_
mes	mon	DET	_
hommes	homme	NC	_
!	!	PONCT	_
Bordure	bordure	NC	_
.	.	PONCT	_
-	-	PONCT	_
hurrah	hurrah	I	_
!	!	PONCT	_
En	en	P	_
avant	avant	NC	_
!	!	PONCT	_
(	(	PONCT	_
tous	tous	PRO	_
frappent	frapper	V	_
le	le	DET	_
roi	roi	NC	_
,	,	PONCT	_
un	un	DET	_
palotin	palotin	NC	_
explose	exploser	V	_
.	.	PONCT	_
)	)	PONCT	_
Le	le	DET	_
Roi	roi	NC	_
.	.	PONCT	_
-	-	PONCT	_
oh	oh	I	_
!	!	PONCT	_
Au	à_le	P+D	_
secours	secours	NC	_
!	!	PONCT	_
Sainte	saint	ADJ	_
vierge	vierge	NC	_
,	,	PONCT	_
je	je	CLS	_
suis	être	V	_
mort	mort	ADJ	_
.	.	PONCT	_
Boleslas	Boleslas	NP	_
,	,	PONCT	_
à	à	P	_
Ladislas	Ladislas	NP	_
.	.	PONCT	_
-	-	PONCT	_
qu'	que	PROWH	_
est	être	V	_
cela	cela	PRO	_
?	?	PONCT	_
Dégainons	dégainer	V	_
.	.	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
ah	ah	I	_
!	!	PONCT	_
J'	je	CLS	_
ai	avoir	V	_
la	le	DET	_
couronne	couronne	NC	_
!	!	PONCT	_
Aux	à_le	P+D	_
autres	autre	NC	_
maintenant	maintenant	ADV	_
.	.	PONCT	_
Capitaine	capitaine	NC	_
Bordure	Bordure	NP	_
.	.	PONCT	_
-	-	PONCT	_
sus	sus	ADV	_
aux	à_le	P+D	_
traîtres	traître	NC	_
!	!	PONCT	_
!	!	PONCT	_
(	(	PONCT	_
les	le	DET	_
fils	fils	NC	_
du	de_le	P+D	_
roi	roi	NC	_
s'	se	CLO	_
enfuient	enfuir	V	_
,	,	PONCT	_
tous	tout	ADJ	_
les	il	CLO	_
poursuivent	poursuivre	V	_
.	.	PONCT	_
)	)	PONCT	_
ACTE	acte	NC	_
II	II	ADJ	_
,	,	PONCT	_
SCèNE	SCèNE	NC	_
III	III	ADJ	_
la	le	DET	_
reine	reine	NC	_
et	et	CC	_
Bougrelas	Bougrelas	NP	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
enfin	enfin	ADV	_
,	,	PONCT	_
je	je	CLS	_
commence	commencer	V	_
à	à	P	_
me	je	CLO	_
rassurer	rassurer	VINF	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
vous	vous	CLS	_
n'	ne	ADV	_
avez	avoir	V	_
aucun	aucun	DET	_
sujet	sujet	NC	_
de	de	P	_
crainte	crainte	NC	_
.	.	PONCT	_
(	(	PONCT	_
une	un	DET	_
effroyable	effroyable	ADJ	_
clameur	clameur	NC	_
se	se	CLO	_
fait	faire	V	_
entendre	entendre	VINF	_
au	à_le	P+D	_
dehors	dehors	NC	_
.	.	PONCT	_
)	)	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
ah	ah	I	_
!	!	PONCT	_
Que	que	PROWH	_
vois	voir	V	_
-je	je	CLS	_
?	?	PONCT	_
Mes	mon	DET	_
deux	deux	ADJ	_
frères	frère	NC	_
poursuivis	poursuivre	VPP	_
par	par	P	_
le	le	DET	_
père	père	NC	_
Ubu	Ubu	NP	_
et	et	CC	_
ses	son	DET	_
hommes	homme	NC	_
.	.	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
ô	ô	I	_
mon	mon	DET	_
dieu	dieu	NC	_
!	!	PONCT	_
Sainte	saint	ADJ	_
vierge	vierge	NC	_
,	,	PONCT	_
ils	il	CLS	_
perdent	perdre	V	_
,	,	PONCT	_
ils	il	CLS	_
perdent	perdre	V	_
du	de_le	P+D	_
terrain	terrain	NC	_
!	!	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
toute	tout	ADJ	_
l'	le	DET	_
armée	armée	NC	_
suit	suivre	V	_
le	le	DET	_
père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
Le	le	DET	_
roi	roi	NC	_
n'	ne	ADV	_
est	être	V	_
plus	plus	ADV	_
là	là	ADV	_
.	.	PONCT	_
Horreur	horreur	NC	_
!	!	PONCT	_
Au	à_le	P+D	_
secours	secours	NC	_
!	!	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
voilà	voilà	V	_
Boleslas	Boleslas	NP	_
mort	mort	ADJ	_
!	!	PONCT	_
Il	il	CLS	_
a	avoir	V	_
reçu	recevoir	VPP	_
une	un	DET	_
balle	balle	NC	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
eh	eh	I	_
!	!	PONCT	_
(	(	PONCT	_
Ladislas	Ladislas	NP	_
se	se	CLO	_
retourne	retourner	V	_
.	.	PONCT	_
)	)	PONCT	_
défends	défendre	V	_
-toi	tu	CLO	_
!	!	PONCT	_
Hurrah	hurrah	I	_
,	,	PONCT	_
Ladislas	Ladislas	NP	_
!	!	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
oh	oh	I	_
!	!	PONCT	_
Il	il	CLS	_
est	être	V	_
entouré	entourer	VPP	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
c'	ce	CLS	_
en	en	CLO	_
est	être	V	_
fait	faire	VPP	_
de	de	P	_
lui	il	PRO	_
.	.	PONCT	_
Bordure	bordure	NC	_
vient	venir	V	_
de	de	P	_
le	il	CLO	_
couper	couper	VINF	_
en	en	P	_
deux	deux	NC	_
comme	comme	P	_
une	un	DET	_
saucisse	saucisse	NC	_
.	.	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
ah	ah	I	_
!	!	PONCT	_
Hélas	Hélas	NP	_
!	!	PONCT	_
Ces	ce	DET	_
furieux	furieux	ADJ	_
pénètrent	pénétrer	V	_
dans	dans	P	_
le	le	DET	_
palais	palais	NC	_
,	,	PONCT	_
ils	il	CLS	_
montent	monter	V	_
l'	le	DET	_
escalier	escalier	NC	_
.	.	PONCT	_
(	(	PONCT	_
la	le	DET	_
clameur	clameur	NC	_
augmente	augmenter	V	_
.	.	PONCT	_
)	)	PONCT	_
La	le	DET	_
Reine	reine	NP	_
Et	Et	NP	_
Bougrelas	Bougrelas	NP	_
,	,	PONCT	_
à	à	P	_
genoux	genou	NC	_
.	.	PONCT	_
-	-	PONCT	_
mon	mon	DET	_
dieu	dieu	NC	_
,	,	PONCT	_
défendez	défendre	V	_
-nous	nous	CLO	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
oh	oh	I	_
!	!	PONCT	_
Ce	ce	DET	_
père	père	NC	_
Ubu	Ubu	NP	_
!	!	PONCT	_
Le	le	DET	_
coquin	coquin	NC	_
,	,	PONCT	_
le	le	DET	_
misérable	misérable	NC	_
,	,	PONCT	_
si	si	CS	_
je	je	CLS	_
le	il	CLO	_
tenais	tenir	V	_
...	…	PONCT	_
ACTE	acte	NC	_
II	II	ADJ	_
,	,	PONCT	_
SCèNE	SCèNE	NC	_
IV	IV	ADJ	_
les	le	DET	_
mêmes	même	NC	_
.	.	PONCT	_
La	le	DET	_
porte	porte	NC	_
est	être	V	_
défoncée	défoncer	VPP	_
.	.	PONCT	_
Le	le	DET	_
père	père	NC	_
Ubu	Ubu	NP	_
et	et	CC	_
les	le	DET	_
forcenés	forcené	NC	_
pénètrent	pénétrer	V	_
.	.	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
eh	eh	I	_
!	!	PONCT	_
Bougrelas	Bougrelas	NP	_
,	,	PONCT	_
que	que	CS	_
me	je	CLO	_
veux	vouloir	V	_
-tu	tu	CLS	_
faire	faire	VINF	_
?	?	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
vive	vif	ADJ	_
Dieu	Dieu	NC	_
!	!	PONCT	_
Je	je	CLS	_
défendrai	défendre	V	_
ma	mon	DET	_
mère	mère	NC	_
jusqu'	jusque	P	_
à	à	P	_
la	le	DET	_
mort	mort	NC	_
!	!	PONCT	_
Le	le	DET	_
premier	premier	NC	_
qui	qui	PROREL	_
fait	faire	V	_
un	un	DET	_
pas	pas	NC	_
est	être	V	_
mort	mort	ADJ	_
.	.	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
oh	oh	I	_
!	!	PONCT	_
Bordure	Bordure	NP	_
,	,	PONCT	_
j'	je	CLS	_
ai	avoir	V	_
peur	peur	NC	_
!	!	PONCT	_
Laissez	laisser	V	_
-moi	je	CLO	_
m'	je	CLO	_
en	en	CLO	_
aller	aller	VINF	_
.	.	PONCT	_
Un	un	DET	_
Soldat	Soldat	NC	_
,	,	PONCT	_
avance	avance	NC	_
.	.	PONCT	_
-	-	PONCT	_
rends	rendre	V	_
-toi	tu	CLO	_
,	,	PONCT	_
Bougrelas	Bougrelas	NP	_
!	!	PONCT	_
Le	le	DET	_
Jeune	Jeune	NP	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
tiens	tenir	V	_
,	,	PONCT	_
voyou	voyou	NC	_
!	!	PONCT	_
Voilà	voilà	V	_
ton	ton	DET	_
compte	compte	NC	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
lui	il	CLO	_
fend	fendre	V	_
le	le	DET	_
crâne	crâne	NC	_
.	.	PONCT	_
)	)	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
tiens	tenir	V	_
bon	bon	ADV	_
,	,	PONCT	_
Bougrelas	Bougrelas	NP	_
,	,	PONCT	_
tiens	tenir	V	_
bon	bon	ADV	_
!	!	PONCT	_
Plusieurs	plusieurs	DET	_
,	,	PONCT	_
avancent	avancer	V	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
,	,	PONCT	_
nous	nous	CLS	_
te	tu	CLO	_
promettons	promettre	V	_
la	le	DET	_
vie	vie	NC	_
sauve	sauf	ADJ	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
chenapans	chenapan	NC	_
,	,	PONCT	_
sacs	sac	NC	_
à	à	P	_
vins	vin	NC	_
,	,	PONCT	_
sagouins	sagouin	NC	_
payés	payer	VPP	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
fait	faire	V	_
le	le	DET	_
moulinet	moulinet	NC	_
avec	avec	P	_
son	son	DET	_
épée	épée	NC	_
et	et	CC	_
en	en	P	_
fait	fait	NC	_
un	un	DET	_
massacre	massacre	NC	_
.	.	PONCT	_
)	)	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
oh	oh	I	_
!	!	PONCT	_
Je	je	CLS	_
vais	aller	V	_
bien	bien	ADV	_
en	en	CLO	_
venir	venir	VINF	_
à	à	P	_
bout	bout	NC	_
tout	tout	ADV	_
de	de	P	_
même	même	NC	_
!	!	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
mère	mère	NC	_
,	,	PONCT	_
sauve	sauf	ADJ	_
-toi	tu	CLO	_
par	par	P	_
l'	le	DET	_
escalier	escalier	NC	_
secret	secret	ADJ	_
.	.	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
et	et	CC	_
toi	tu	PRO	_
,	,	PONCT	_
mon	mon	DET	_
fils	fils	NC	_
,	,	PONCT	_
et	et	CC	_
toi	tu	PRO	_
?	?	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
je	je	CLS	_
te	tu	CLO	_
suis	être	V	_
.	.	PONCT	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
tâchez	tâcher	V	_
d'	de	P	_
attraper	attraper	VINF	_
la	le	DET	_
reine	reine	NC	_
.	.	PONCT	_
Ah	ah	I	_
!	!	PONCT	_
La	il	CLO	_
voilà	voilà	V	_
partie	partie	NC	_
.	.	PONCT	_
Quant_à	quant_à	P	_
toi	tu	PRO	_
,	,	PONCT	_
misérable	misérable	ADJ	_
...	…	PONCT	_
(	(	PONCT	_
il	il	CLS	_
s'	se	CLO	_
avance	avancer	V	_
vers	vers	P	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
)	)	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
ah	ah	I	_
!	!	PONCT	_
Vive	Vive	V	_
Dieu	Dieu	NP	_
!	!	PONCT	_
Voilà	voilà	V	_
ma	mon	DET	_
vengeance	vengeance	NC	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
lui	il	CLO	_
découd	découdre	V	_
la	le	DET	_
boudouille	boudouille	NC	_
d'	de	P	_
un	un	DET	_
terrible	terrible	ADJ	_
coup	coup	NC	_
d'	de	P	_
épée	épée	NC	_
.	.	PONCT	_
)	)	PONCT	_
mère	mère	NC	_
,	,	PONCT	_
je	je	CLS	_
te	tu	CLO	_
suis	être	V	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
disparaît	disparaître	V	_
par	par	P	_
l'	le	DET	_
escalier	escalier	NC	_
secret	secret	ADJ	_
.	.	PONCT	_
)	)	PONCT	_
ACTE	acte	NC	_
II	II	ADJ	_
,	,	PONCT	_
SCèNE	SCèNE	NC	_
V	V	ADJ	_
une	un	DET	_
caverne	caverne	NC	_
dans	dans	P	_
les	le	DET	_
montagnes	montagne	NC	_
le	le	DET	_
jeune	jeune	ADJ	_
Bougrelas	Bougrelas	NC	_
entre	entre	P	_
suivi	suivre	VPP	_
de	de	P	_
Rosemonde	Rosemonde	NP	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
ici	ici	ADV	_
,	,	PONCT	_
nous	nous	CLS	_
serons	être	V	_
en	en	P	_
sûreté	sûreté	NC	_
.	.	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
oui	oui	I	_
,	,	PONCT	_
je	je	CLS	_
le	il	CLO	_
crois	croire	V	_
!	!	PONCT	_
Bougrelas	Bougrelas	NP	_
,	,	PONCT	_
soutiens	soutenir	V	_
-moi	je	CLO	_
!	!	PONCT	_
(	(	PONCT	_
elle	il	CLS	_
tombe	tomber	V	_
sur	sur	P	_
la	le	DET	_
neige	neige	NC	_
.	.	PONCT	_
)	)	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
ha	ha	I	_
!	!	PONCT	_
Qu'	que	PROWH	_
as	avoir	V	_
-tu	tu	CLS	_
,	,	PONCT	_
ma	mon	DET	_
mère	mère	NC	_
?	?	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
je	je	CLS	_
suis	être	V	_
bien	bien	ADV	_
malade	malade	ADJ	_
,	,	PONCT	_
crois	croire	V	_
-moi	je	CLO	_
,	,	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
Je	je	CLS	_
n'	ne	ADV	_
en	en	CLO	_
ai	avoir	V	_
plus	plus	ADV	_
que	que	ADV	_
pour	pour	P	_
deux	deux	DET	_
heures	heure	NC	_
à	à	P	_
vivre	vivre	VINF	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
quoi	quoi	PROWH	_
?	?	PONCT	_
Le	le	DET	_
froid	froid	NC	_
t'	tu	CLO	_
aurait	avoir	V	_
-il	il	CLS	_
saisie	saisir	VPP	_
?	?	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
comment	comment	PROWH	_
veux	vouloir	V	_
-tu	tu	CLS	_
que	que	CS	_
je	je	CLS	_
résiste	résister	V	_
à	à	P	_
tant	tant	ADV	_
de	de	P	_
coups	coup	NC	_
?	?	PONCT	_
Le	le	DET	_
roi	roi	NC	_
massacré	massacré	ADJ	_
,	,	PONCT	_
notre	notre	DET	_
famille	famille	NC	_
détruite	détruire	VPP	_
,	,	PONCT	_
et	et	CC	_
toi	tu	PRO	_
,	,	PONCT	_
représentant	représenter	VPR	_
de	de	P	_
la	le	DET	_
plus	plus	ADV	_
noble	noble	ADJ	_
race	race	NC	_
qui	qui	PROREL	_
ait	avoir	V	_
jamais	jamais	ADV	_
porté	porter	VPP	_
l'	le	DET	_
épée	épée	NC	_
,	,	PONCT	_
forcé	forcer	VPP	_
de	de	P	_
t'	tu	CLO	_
enfuir	enfuir	VINF	_
dans	dans	P	_
les	le	DET	_
montagnes	montagne	NC	_
comme	comme	P	_
un	un	DET	_
contrebandier	contrebandier	NC	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
et	et	CC	_
par	par	P	_
qui	qui	PROREL	_
,	,	PONCT	_
grand	grand	ADJ	_
dieu	dieu	NC	_
!	!	PONCT	_
Par	par	P	_
qui	qui	PROWH	_
?	?	PONCT	_
Un	un	DET	_
vulgaire	vulgaire	ADJ	_
père	père	NC	_
Ubu	Ubu	NP	_
,	,	PONCT	_
aventurier	aventurier	NC	_
sorti	sortir	VPP	_
on	on	CLS	_
ne	ne	ADV	_
sait	savoir	V	_
d'	de	P	_
où	où	PROWH	_
,	,	PONCT	_
vile	vil	ADJ	_
crapule	crapule	NC	_
,	,	PONCT	_
vagabond	vagabond	ADJ	_
honteux	honteux	ADJ	_
!	!	PONCT	_
Et	et	CC	_
quand	quand	CS	_
je	je	CLS	_
pense	penser	V	_
que	que	CS	_
mon	mon	DET	_
père	père	NC	_
l'	il	CLO	_
a	avoir	V	_
décoré	décorer	VPP	_
et	et	CC	_
fait	faire	V	_
comte	comte	NC	_
et	et	CC	_
que	que	CS	_
le	le	DET	_
lendemain	lendemain	NC	_
ce	ce	DET	_
vilain	vilain	NC	_
n'	ne	ADV	_
a	avoir	V	_
pas	pas	ADV	_
eu	avoir	VPP	_
honte	honte	NC	_
de	de	P	_
porter	porter	VINF	_
la	le	DET	_
main	main	NC	_
sur	sur	P	_
lui	il	PRO	_
.	.	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
ô	ô	I	_
Bougrelas	Bougrelas	NP	_
!	!	PONCT	_
Quand	quand	CS	_
je	je	CLS	_
me	je	CLO	_
rappelle	rappeler	V	_
combien	combien	PROWH	_
nous	nous	CLS	_
étions	être	V	_
heureux	heureux	ADJ	_
avant	avant	P	_
l'	le	DET	_
arrivée	arrivée	NC	_
de	de	P	_
ce	ce	DET	_
père	père	NC	_
Ubu	Ubu	NP	_
!	!	PONCT	_
Mais	mais	CC	_
maintenant	maintenant	ADV	_
,	,	PONCT	_
hélas	hélas	I	_
!	!	PONCT	_
Tout	tout	PRO	_
est	être	V	_
changé	changer	VPP	_
!	!	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
que	que	PROWH	_
veux	vouloir	V	_
-tu	tu	CLS	_
?	?	PONCT	_
Attendons	attendre	V	_
avec	avec	P	_
espérance	espérance	NC	_
et	et	CC	_
ne	ne	ADV	_
renonçons	renoncer	V	_
jamais	jamais	ADV	_
à	à	P	_
nos	notre	DET	_
droits	droit	NC	_
.	.	PONCT	_
La	le	DET	_
Reine	reine	NP	_
.	.	PONCT	_
-	-	PONCT	_
je	je	CLS	_
te	tu	CLO	_
le	il	CLO	_
souhaite	souhaiter	V	_
,	,	PONCT	_
mon	mon	DET	_
cher	cher	ADJ	_
enfant	enfant	NC	_
,	,	PONCT	_
mais	mais	CC	_
pour	pour	P	_
moi	je	PRO	_
,	,	PONCT	_
je	je	CLS	_
ne	ne	ADV	_
verrai	voir	V	_
pas	pas	ADV	_
cet	ce	DET	_
heureux	heureux	ADJ	_
jour	jour	NC	_
.	.	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
eh	eh	I	_
!	!	PONCT	_
Qu'	que	PROWH	_
as	avoir	V	_
-tu	tu	CLS	_
?	?	PONCT	_
Elle	il	CLS	_
pâlit	pâlir	V	_
,	,	PONCT	_
elle	il	CLS	_
tombe	tomber	V	_
.	.	PONCT	_
Au	à_le	P+D	_
secours	secours	NC	_
!	!	PONCT	_
Mais	mais	CC	_
je	je	CLS	_
suis	être	V	_
dans	dans	P	_
un	un	DET	_
désert	désert	NC	_
!	!	PONCT	_
ô	ô	I	_
mon	mon	DET	_
dieu	dieu	NC	_
!	!	PONCT	_
Son	son	DET	_
coeur	cœur	NC	_
ne	ne	ADV	_
bat	battre	V	_
plus	plus	ADV	_
.	.	PONCT	_
Elle	il	CLS	_
est	être	V	_
morte	mort	ADJ	_
!	!	PONCT	_
Est	être	V	_
-ce	ce	CLS	_
possible	possible	ADJ	_
?	?	PONCT	_
Encore	encore	ADV	_
une	un	DET	_
victime	victime	NC	_
du	de_le	P+D	_
père	père	NC	_
Ubu	Ubu	NP	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
se	se	CLO	_
cache	cacher	V	_
la	le	DET	_
figure	figure	NC	_
dans	dans	P	_
les	le	DET	_
mains	main	NC	_
et	et	CC	_
pleure	pleurer	V	_
.	.	PONCT	_
)	)	PONCT	_
ô	ô	I	_
mon	mon	DET	_
dieu	dieu	NC	_
!	!	PONCT	_
Qu'	que	CS	_
il	il	CLS	_
est	être	V	_
triste	triste	ADJ	_
de	de	P	_
se	se	CLO	_
voir	voir	VINF	_
seul	seul	ADJ	_
à	à	P	_
quatorze	quatorze	DET	_
ans	an	NC	_
avec	avec	P	_
une	un	DET	_
vengeance	vengeance	NC	_
terrible	terrible	ADJ	_
à	à	P	_
poursuivre	poursuivre	VINF	_
!	!	PONCT	_
(	(	PONCT	_
il	il	CLS	_
tombe	tomber	V	_
en	en	P	_
proie	proie	NC	_
au	à_le	P+D	_
plus	plus	ADV	_
violent	violent	ADJ	_
désespoir	désespoir	NC	_
.	.	PONCT	_
)	)	PONCT	_
(	(	PONCT	_
pendant	pendant	P	_
ce	ce	DET	_
temps	temps	NC	_
,	,	PONCT	_
les	le	DET	_
âmes	âme	NC	_
de	de	P	_
Venceslas	Venceslas	NP	_
,	,	PONCT	_
de	de	P	_
Boleslas	Boleslas	NP	_
,	,	PONCT	_
de	de	P	_
Ladislas	Ladislas	NP	_
,	,	PONCT	_
de	de	P	_
Rosemonde	Rosemonde	NP	_
entrent	entrer	V	_
dans	dans	P	_
la	le	DET	_
grotte	grotte	NC	_
,	,	PONCT	_
leurs	leur	DET	_
ancêtres	ancêtre	NC	_
les	il	CLO	_
accompagnent	accompagner	V	_
et	et	CC	_
remplissent	remplir	V	_
la	le	DET	_
grotte	grotte	NC	_
.	.	PONCT	_
Le	le	DET	_
plus	plus	ADV	_
vieux	vieux	ADJ	_
s'	se	CLO	_
approche	approcher	V	_
de	de	P	_
Bougrelas	Bougrelas	NP	_
et	et	CC	_
le	il	CLO	_
réveille	réveiller	V	_
doucement	doucement	ADV	_
.	.	PONCT	_
)	)	PONCT	_
Bougrelas	Bougrelas	NP	_
.	.	PONCT	_
-	-	PONCT	_
eh	eh	I	_
!	!	PONCT	_
Que	que	PROWH	_
vois	voir	V	_
-je	je	CLS	_
?	?	PONCT	_
Toute	tout	ADJ	_
ma	mon	DET	_
famille	famille	NC	_
,	,	PONCT	_
mes	mon	DET	_
ancêtres	ancêtre	NC	_
...	…	PONCT	_
par	par	P	_
quel	quel	DET	_
prodige	prodige	NC	_
?	?	PONCT	_
L'	le	DET	_
Ombre	Ombre	NC	_
.	.	PONCT	_
-	-	PONCT	_
apprends	apprendre	V	_
,	,	PONCT	_
Bougrelas	Bougrelas	NP	_
,	,	PONCT	_
que	que	PROREL	_
j'	je	CLS	_
ai	avoir	V	_
été	être	VPP	_
pendant	pendant	P	_
ma	mon	DET	_
vie	vie	NC	_
le	le	DET	_
seigneur	seigneur	NC	_
Mathias	Mathias	NP	_
De	de	P	_
Konigsberg	Konigsberg	NP	_
,	,	PONCT	_
le	le	DET	_
premier	premier	ADJ	_
roi	roi	NC	_
et	et	CC	_
le	le	DET	_
fondateur	fondateur	NC	_
de	de	P	_
la	le	DET	_
maison	maison	NC	_
.	.	PONCT	_
Je	je	CLS	_
te	tu	CLO	_
remets	remettre	V	_
le	le	DET	_
soin	soin	NC	_
de	de	P	_
notre	notre	DET	_
vengeance	vengeance	NC	_
.	.	PONCT	_
(	(	PONCT	_
il	il	CLS	_
lui	il	CLO	_
donne	donner	V	_
une	un	DET	_
grande	grand	ADJ	_
épée	épée	NC	_
.	.	PONCT	_
)	)	PONCT	_
et	et	CC	_
que	que	CS	_
cette	ce	DET	_
épée	épée	NC	_
que	que	PROREL	_
je	je	CLS	_
te	tu	CLO	_
donne	donner	V	_
n'	ne	ADV	_
ait	avoir	V	_
de	de	P	_
repos	repos	NC	_
que	que	CS	_
quand	quand	CS	_
elle	il	CLS	_
aura	avoir	V	_
frappé	frapper	VPP	_
de	de	P	_
mort	mort	NC	_
l'	le	DET	_
usurpateur	usurpateur	NC	_
.	.	PONCT	_
(	(	PONCT	_
tous	tous	PRO	_
disparaissent	disparaître	V	_
et	et	CC	_
Bougrelas	Bougrelas	NP	_
reste	rester	V	_
seul	seul	ADJ	_
,	,	PONCT	_
dans	dans	P	_
l'	le	DET	_
attitude	attitude	NC	_
de	de	P	_
l'	le	DET	_
extase	extase	NC	_
.	.	PONCT	_
)	)	PONCT	_
ACTE	acte	NC	_
II	II	ADJ	_
,	,	PONCT	_
SCèNE	SCèNE	NC	_
VI	VI	ADJ	_
le	le	DET	_
palais	palais	NC	_
du	de_le	P+D	_
roi	roi	NC	_
père	père	NC	_
Ubu	Ubu	NP	_
,	,	PONCT	_
mère	mère	NC	_
Ubu	Ubu	NP	_
,	,	PONCT	_
capitaine	capitaine	NC	_
Bordure	Bordure	NP	_
Père	père	NC	_
Ubu	Ubu	NP	_
.	.	PONCT	_
-	-	PONCT	_
