DISCOURS	discours	NC	_
souffert	souffrir	VPP	_
.	.	PONCT	_
La	le	DET	_
versatilité	versatilité	NC	_
a	avoir	V	_
des	un	DET	_
effets	effet	NC	_
si	si	ADV	_
funestes	funeste	ADJ	_
,	,	PONCT	_
qu'	que	PROREL	_
on	on	CLS	_
ne	ne	ADV	_
peut	pouvoir	V	_
passer	passer	VINF	_
même	même	ADV	_
d'	de	P	_
un	un	DET	_
mauvais	mauvais	ADJ	_
système	système	NC	_
à	à	P	_
un	un	DET	_
bon	bon	NC	_
sans	sans	P	_
de	un	DET	_
graves	grave	ADJ	_
inconvéniens	inconvénient	NC	_
.	.	PONCT	_
Sans	sans	P	_
doute	doute	NC	_
le	le	DET	_
régime	régime	NC	_
prohibitif	prohibitif	ADJ	_
et	et	CC	_
exclusif	exclusif	ADJ	_
nuit	nuit	NC	_
prodigieusement	prodigieusement	ADV	_
aux	à_le	P+D	_
développemens	développemens	NC	_
de	de	P	_
l'	le	DET	_
industrie	industrie	NC	_
et	et	CC	_
aux	à_le	P+D	_
progrès	progrès	NC	_
de	de	P	_
la	le	DET	_
richesse	richesse	NC	_
des	de_le	P+D	_
nations	nation	NC	_
;	;	PONCT	_
cependant	cependant	ADV	_
on	on	CLS	_
ne	ne	ADV	_
pourrait	pouvoir	V	_
,	,	PONCT	_
sans	sans	P	_
causer	causer	VINF	_
de	un	DET	_
grands	grand	ADJ	_
maux	mal	NC	_
,	,	PONCT	_
supprimer	supprimer	VINF	_
brusquement	brusquement	ADV	_
les	le	DET	_
institutions	institution	NC	_
qu'	qu'	ADV	_
il	il	CLS	_
a	avoir	V	_
fondées	fonder	VPP	_
.	.	PONCT	_
Il	il	CLS	_
faudrait	falloir	V	_
des	un	DET	_
mesures	mesure	NC	_
graduelles	graduel	ADJ	_
,	,	PONCT	_
ménagées	ménager	VPP	_
avec	avec	P	_
un	un	DET	_
art	art	NC	_
infini	infini	ADJ	_
,	,	PONCT	_
pour	pour	P	_
parvenir	parvenir	VINF	_
sans	sans	P	_
inconvéniens	inconvénient	NC	_
à	à	P	_
un	un	DET	_
ordre	ordre	NC	_
de	de	P	_
choses	chose	NC	_
plus	plus	ADV	_
favorable	favorable	ADJ	_
;	;	PONCT	_
de	de	P	_
même	même	ADV	_
que	que	CS	_
,	,	PONCT	_
lorsque	lorsque	CS	_
des	un	DET	_
voyageurs	voyageur	NC	_
,	,	PONCT	_
parcourant	parcourir	VPR	_
les	le	DET	_
climats	climat	NC	_
du	de_le	P+D	_
nord	nord	NC	_
,	,	PONCT	_
ont	avoir	V	_
quelques	quelque	DET	_
membres	membre	NC	_
surpris	surprendre	VPP	_
par	par	P	_
la	le	DET	_
gelée	gelée	NC	_
,	,	PONCT	_
ce	ce	CLS	_
n'	ne	ADV	_
est	être	V	_
que	que	ADV	_
par	par	P	_
des	un	DET	_
gradations	gradation	NC	_
insensibles	insensible	ADJ	_
qu'	que	CS	_
on	on	CLS	_
les	il	CLO	_
préserve	préserver	V	_
des	un	DET	_
dangers	danger	NC	_
d'	de	P	_
une	un	DET	_
guérison	guérison	NC	_
trop	trop	ADV	_
brusque	brusque	ADJ	_
,	,	PONCT	_
et	et	CC	_
qu'	que	PROREL	_
on	on	CLS	_
parvient	parvenir	V	_
à	à	P	_
rendre	rendre	VINF	_
aux	à_le	P+D	_
parties	partie	NC	_
malades	malade	ADJ	_
la	le	DET	_
vie	vie	NC	_
et	et	CC	_
la	le	DET	_
santé	santé	NC	_
.	.	PONCT	_
Les	le	DET	_
meilleurs	meilleur	ADJ	_
principes	principe	NC	_
ne	ne	ADV	_
sont	être	V	_
pas	pas	ADV	_
toujours	toujours	ADV	_
applicables	applicable	ADJ	_
.	.	PONCT	_
L'	le	DET	_
essentiel	essentiel	NC	_
est	être	V	_
qu'	que	CS	_
on	on	CLS	_
les	il	CLO	_
connaisse	connaître	V	_
;	;	PONCT	_
on	on	CLS	_
en	en	CLO	_
prend	prendre	V	_
ensuite	ensuite	ADV	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
peut	pouvoir	V	_
,	,	PONCT	_
ou	ou	CC	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
veut	vouloir	V	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
est	être	V	_
pas	pas	ADV	_
douteux	douteux	ADJ	_
qu'	que	CS	_
une	un	DET	_
nation	nation	NC	_
neuve	neuf	ADJ	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
pourrait	pouvoir	V	_
les	il	CLO	_
consulter	consulter	VINF	_
en	en	P	_
tout	tout	PRO	_
,	,	PONCT	_
ne	ne	ADV	_
parvînt	parvenir	V	_
promptement	promptement	ADV	_
à	à	P	_
un	un	DET	_
très	très	ADV	_
-	-	PONCT	_
grand	grand	ADJ	_
éclat	éclat	NC	_
;	;	PONCT	_
toute	tout	DET	_
nation	nation	NC	_
peut	pouvoir	V	_
néanmoins	néanmoins	ADV	_
atteindre	atteindre	VINF	_
un	un	DET	_
degré	degré	NC	_
de	de	P	_
prospérité	prospérité	NC	_
satisfesant	satisfesant	ADJ	_
,	,	PONCT	_
en	en	P	_
les	il	CLO	_
violant	violer	VPR	_
à	à	P	_
plusieurs	plusieurs	DET	_
égards	égard	NC	_
.	.	PONCT	_
L'	le	DET	_
action	action	NC	_
puissante	puissant	ADJ	_
de	de	P	_
la	le	DET	_
force	force	NC	_
vitale	vital	ADJ	_
fait	faire	V	_
grandir	grandir	VINF	_
et	et	CC	_
prospérer	prospérer	VINF	_
le	le	DET	_
corps	corps	NC	_
humain	humain	ADJ	_
,	,	PONCT	_
malgré	malgré	P	_
les	le	DET	_
excès	excès	NC	_
de	de	P	_
jeunesse	jeunesse	NC	_
,	,	PONCT	_
les	le	DET	_
accidens	accident	NC	_
,	,	PONCT	_
les	le	DET	_
blessures	blessure	NC	_
même	même	ADJ	_
qu'	que	CS	_
on	on	CLS	_
lui	il	CLO	_
fait	faire	V	_
subir	subir	VINF	_
.	.	PONCT	_
Il	il	CLS	_
n'	ne	ADV	_
y	y	CLO	_
a	avoir	V	_
point	point	ADV	_
dans	dans	P	_
la	le	DET	_
pratique	pratique	NC	_
de	de	P	_
perfection	perfection	NC	_
absolue	absolu	ADJ	_
hors	hors	P	_
de	de	P	_
laquelle	il	PROREL	_
tout	tout	PRO	_
soit	être	V	_
mal	mal	ADV	_
et	et	CC	_
ne	ne	ADV	_
produise	produire	V	_
que	que	ADV	_
du	de_le	P+D	_
mal	mal	NC	_
;	;	PONCT	_
le	le	DET	_
mal	mal	NC	_
est	être	V	_
partout	partout	ADV	_
mélangé	mélanger	VPP	_
aec	aec	VINF	_
le	le	DET	_
bien	bien	NC	_
.	.	PONCT	_
Quand	quand	CS	_
le	le	DET	_
premier	premier	NC	_
l'	il	CLO	_
emporte	emporter	V	_
,	,	PONCT	_
on	on	CLS	_
décline	décliner	V	_
;	;	PONCT	_
quand	quand	CS	_
c'	ce	CLS	_
est	être	V	_
le	le	DET	_
bien	bien	NC	_
,	,	PONCT	_
on	on	CLS	_
fait	faire	V	_
des	un	DET	_
pas	pas	NC	_
plus	plus	ADV	_
ou	ou	CC	_
moins	moins	ADV	_
rapides	rapide	ADJ	_
vers	vers	P	_
la	le	DET	_
prospérité	prospérité	NC	_
,	,	PONCT	_
et	et	CC	_
rien	rien	PRO	_
ne	ne	ADV	_
doit	devoir	V	_
décourager	décourager	VINF	_
dans	dans	P	_
les	le	DET	_
efforts	effort	NC	_
qu'	que	PROREL	_
on	on	CLS	_
tente	tenter	V	_
pour	pour	P	_
connaître	connaître	VINF	_
et	et	CC	_
propager	propager	VINF	_
les	le	DET	_
bons	bon	ADJ	_
principes	principe	NC	_
.	.	PONCT	_
Le	le	DET	_
plus	plus	ADV	_
petit	petit	ADJ	_
pas	pas	ADV	_
qu'	que	CS	_
on	on	CLS	_
fait	faire	V	_
vers	vers	P	_
eux	il	PRO	_
,	,	PONCT	_
est	être	V	_
déjà	déjà	ADV	_
un	un	DET	_
bien	bien	NC	_
et	et	CC	_
porte	porte	NC	_
d'	de	P	_
heureux	heureux	ADJ	_
fruits	fruit	NC	_
.	.	PONCT	_
On	on	CLS	_
doit	devoir	V	_
se	se	CLO	_
décourager	décourager	VINF	_
d'	de	P	_
autant	autant	ADV	_
moins	moins	ADV	_
,	,	PONCT	_
qu'	que	CS	_
en	en	P	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
comme	comme	P	_
en	en	P	_
tout	tout	PRO	_
,	,	PONCT	_
ce	ce	CLS	_
sont	être	V	_
les	le	DET	_
connaissances	connaissance	NC	_
élémentaires	élémentaire	ADJ	_
qui	qui	PROREL	_
servent	servir	V	_
le	le	DET	_
plus	plus	NC	_
dans	dans	P	_
la	le	DET	_
pratique	pratique	NC	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
la	le	DET	_
théorie	théorie	NC	_
de	de	P	_
la	le	DET	_
chaleur	chaleur	NC	_
,	,	PONCT	_
celle	celui	PRO	_
du	de_le	P+D	_
levier	levier	NC	_
,	,	PONCT	_
celle	celui	PRO	_
du	de_le	P+D	_
plan	plan	NC	_
incliné	incliné	ADJ	_
,	,	PONCT	_
qui	qui	PROREL	_
ont	avoir	V	_
mis	mettre	VPP	_
la	le	DET	_
nature	nature	NC	_
entière	entier	ADJ	_
à	à	P	_
la	le	DET	_
disposition	disposition	NC	_
de	de	P	_
l'	le	DET	_
homme	homme	NC	_
.	.	PONCT	_
C'	ce	CLS	_
est	être	V	_
celle	celui	PRO	_
des	de_le	P+D	_
échanges	échange	NC	_
et	et	CC	_
des	de_le	P+D	_
débouchés	débouché	NC	_
qui	qui	PROREL	_
changera	changer	V	_
la	le	DET	_
politique	politique	NC	_
du	de_le	P+D	_
monde	monde	NC	_
.	.	PONCT	_
Nous	nous	CLS	_
devons	devoir	V	_
donc	donc	ADV	_
faire	faire	VINF	_
en	en	P	_
sorte	sorte	NC	_
de	de	P	_
répandre	répandre	VINF	_
les	le	DET	_
notions	notion	NC	_
avérées	avérer	VPP	_
plutôt	plutôt	ADV	_
que	que	CS	_
de	de	P	_
poursuivre	poursuivre	VINF	_
leurs	leur	DET	_
dernières	dernier	ADJ	_
conséquences	conséquence	NC	_
,	,	PONCT	_
et	et	CC	_
chercher	chercher	VINF	_
à	à	P	_
étendre	étendre	VINF	_
la	le	DET	_
base	base	NC	_
des	de_le	P+D	_
sciences	science	NC	_
plutôt	plutôt	ADV	_
qu'	que	CS	_
à	à	P	_
en	en	CLO	_
élever	élever	VINF	_
le	le	DET	_
faîte	faîte	NC	_
.	.	PONCT	_
Mais	mais	CC	_
que	que	CS	_
cette	ce	DET	_
tâche	tâche	NC	_
est	être	V	_
grande	grand	ADJ	_
encore	encore	ADV	_
,	,	PONCT	_
et	et	CC	_
que	que	CS	_
les	le	DET	_
nations	nation	NC	_
qu'	que	PROREL	_
on	on	CLS	_
dit	dire	V	_
civilisées	civiliser	VPP	_
sont	être	V	_
encore	encore	ADV	_
ignorantes	ignorant	ADJ	_
et	et	CC	_
barbares	barbare	ADJ	_
!	!	PONCT	_
Parcourez	parcourir	V	_
des	un	DET	_
provinces	province	NC	_
entières	entier	ADJ	_
de	de	P	_
cette	ce	DET	_
*	*	X	_
Europe	Europe	NP	_
si	si	ADV	_
vaine	vain	ADJ	_
de	de	P	_
son	son	DET	_
savoir	savoir	NC	_
;	;	PONCT	_
questionnez	questionner	V	_
cent	cent	DET	_
personnes	personne	NC	_
,	,	PONCT	_
mille	mille	DET	_
,	,	PONCT	_
dix_mille	dix_mille	DET	_
:	:	PONCT	_
à	à	P	_
peine	peine	NC	_
sur	sur	P	_
ce	ce	DET	_
nombre	nombre	NC	_
en	en	CLO	_
trouverez	trouver	V	_
-vous	vous	CLS	_
deux	deux	ADJ	_
,	,	PONCT	_
une	un	DET	_
peut-être	peut-être	ADV	_
,	,	PONCT	_
qui	qui	PROREL	_
ait	avoir	V	_
quelque	quelque	DET	_
teinture	teinture	NC	_
de	de	P	_
ces	ce	DET	_
connaissances	connaissance	NC	_
si	si	ADV	_
relevées	relever	VPP	_
dont	dont	PROREL	_
le	le	DET	_
siècle	siècle	NC	_
se	se	CLO	_
glorifie	glorifier	V	_
.	.	PONCT	_
On	on	CLS	_
n'	ne	ADV	_
en	en	CLO	_
ignore	ignorer	V	_
pas	pas	ADV	_
seulement	seulement	ADV	_
les	le	DET	_
hautes	haut	ADJ	_
vérités	vérité	NC	_
,	,	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
n'	ne	ADV	_
aurait	avoir	V	_
rien	rien	PRO	_
d'	de	P	_
étonnant	étonner	VPR	_
;	;	PONCT	_
mais	mais	CC	_
les	le	DET	_
élémens	élément	NC	_
les	le	DET	_
plus	plus	ADV	_
simples	simple	ADJ	_
,	,	PONCT	_
les	le	DET	_
plus	plus	ADV	_
applicables	applicable	ADJ	_
à	à	P	_
la	le	DET	_
position	position	NC	_
de	de	P	_
chacun	chacun	PRO	_
.	.	PONCT	_
Quoi	quoi	PROWH	_
de	de	P	_
plus	plus	ADV	_
rare	rare	ADJ	_
même	même	ADV	_
que	que	CS	_
les	le	DET	_
qualités	qualité	NC	_
nécessaires	nécessaire	ADJ	_
pour	pour	P	_
s'	se	CLO	_
instruire	instruire	VINF	_
!	!	PONCT	_
Qu'	que	CS	_
il	il	CLS	_
est	être	V	_
peu	peu	ADV	_
de	de	P	_
gens	gens	NC	_
capables	capable	ADJ	_
seulement	seulement	ADV	_
d'	de	P	_
observer	observer	VINF	_
ce	ce	PRO	_
qu'	que	PROREL	_
ils	il	CLS	_
voient	voir	V	_
tous	tout	ADJ	_
les	le	DET	_
jours	jour	NC	_
,	,	PONCT	_
et	et	CC	_
qui	qui	PROREL	_
sachent	savoir	V	_
douter	douter	VINF	_
de	de	P	_
ce	ce	PRO	_
qu'	que	PROREL	_
ils	il	CLS	_
ne	ne	ADV	_
savent	savoir	V	_
pas	pas	ADV	_
!	!	PONCT	_
Cependant	cependant	ADV	_
il	il	CLS	_
faut	falloir	V	_
tout	tout	ADV	_
attendre	attendre	VINF	_
du	de_le	P+D	_
temps	temps	NC	_
:	:	PONCT	_
de	de	P	_
même	même	ADV	_
que	que	CS	_
la	le	DET	_
chaleur	chaleur	NC	_
ne	ne	ADV	_
pénètre	pénétrer	V	_
que	que	ADV	_
par	par	P	_
degrés	degré	NC	_
une	un	DET	_
masse	masse	NC	_
considérable	considérable	ADJ	_
et	et	CC	_
en	en	P	_
gagnant	gagner	VPR	_
successivement	successivement	ADV	_
les	le	DET	_
molécules	molécule	NC	_
dont	dont	PROREL	_
elle	il	CLS	_
se	se	CLO	_
compose	composer	V	_
,	,	PONCT	_
les	le	DET	_
lumières	lumière	NC	_
ne	ne	ADV	_
se	se	CLO	_
répandent	répandre	V	_
que	que	ADV	_
de	de	P	_
proche	proche	ADJ	_
en	en	P	_
proche	proche	ADJ	_
dans	dans	P	_
ces	ce	DET	_
masses	masse	NC	_
d'	de	P	_
hommes	homme	NC	_
que	que	PROREL	_
nous	nous	CLS	_
nommons	nommer	V	_
des	un	DET	_
nations	nation	NC	_
.	.	PONCT	_
Rien	rien	PRO	_
ne	ne	ADV	_
peut	pouvoir	V	_
suppléer	suppléer	VINF	_
à	à	P	_
l'	le	DET	_
action	action	NC	_
du	de_le	P+D	_
temps	temps	NC	_
;	;	PONCT	_
mais	mais	CC	_
son	son	DET	_
influence	influence	NC	_
est	être	V	_
infaillible	infaillible	ADJ	_
.	.	PONCT	_
Elle	il	CLS	_
nous	nous	CLO	_
paraît	paraître	V	_
lente	lent	ADJ	_
parce_que	parce_que	CS	_
nous	nous	CLS	_
ne	ne	ADV	_
vivons	vivre	V	_
qu'	qu'	ADV	_
un	un	DET	_
instant	instant	NC	_
;	;	PONCT	_
mais	mais	CC	_
elle	il	CLS	_
est	être	V	_
rapide	rapide	ADJ	_
si	si	CS	_
nous	nous	CLS	_
considérons	considérer	V	_
la	le	DET	_
vie	vie	NC	_
des	de_le	P+D	_
nations	nation	NC	_
.	.	PONCT	_
La	le	DET	_
physique	physique	NC	_
de	de	P	_
Newton	Newton	NP	_
,	,	PONCT	_
unanimement	unanimement	ADV	_
rejetée	rejeter	VPP	_
en	en	P	_
France	France	NP	_
durant	durant	P	_
cinquante	cinquante	DET	_
années	année	NC	_
,	,	PONCT	_
est	être	V	_
maintenant	maintenant	ADV	_
enseignée	enseigner	VPP	_
dans	dans	P	_
toutes	tout	DET	_
nos	notre	DET	_
écoles	école	NC	_
.	.	PONCT	_
On	on	CLS	_
s'	se	CLO	_
apercevra	apercevoir	V	_
enfin	enfin	ADV	_
qu'	que	CS	_
il	il	CLS	_
est	être	V	_
des	un	DET	_
études	étude	NC	_
plus	plus	ADV	_
importantes	important	ADJ	_
encore	encore	ADV	_
que	que	CS	_
celle	celui	PRO	_
-là	là	ADV	_
,	,	PONCT	_
si	si	CS	_
l'on	on	CLS	_
mesure	mesurer	V	_
leur	leur	DET	_
importance	importance	NC	_
d'	de	P	_
après	après	P	_
l'	le	DET	_
influence	influence	NC	_
qu'	que	PROREL	_
elles	il	CLS	_
exercent	exercer	V	_
sur	sur	P	_
le	le	DET	_
sort	sort	NC	_
des	de_le	P+D	_
hommes	homme	NC	_
.	.	PONCT	_
Maintenant	maintenant	ADV	_
on	on	CLS	_
enseigne	enseigner	V	_
l'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
partout	partout	ADV	_
où	où	PROREL	_
l'on	on	CLS	_
fait	faire	V	_
quelque	quelque	DET	_
cas	cas	NC	_
des	de_le	P+D	_
lumières	lumière	NC	_
.	.	PONCT	_
Elle	il	CLS	_
était	être	V	_
déjà	déjà	ADV	_
professée	professer	VPP	_
dans	dans	P	_
les	le	DET	_
universités	université	NC	_
de	de	P	_
l'	le	DET	_
allemagne	Allemagne	NP	_
,	,	PONCT	_
de	de	P	_
l'	le	DET	_
*	*	PONCT	_
écosse	écosser	V	_
et	et	CC	_
de	de	P	_
l'	le	DET	_
italie	Italie	NP	_
;	;	PONCT	_
elle	il	CLS	_
le	il	CLO	_
sera	être	V	_
dorénavant	dorénavant	ADV	_
avec	avec	P	_
beaucoup	beaucoup	ADV	_
plus	plus	ADV	_
d'	de	P	_
avantages	avantage	NC	_
et	et	CC	_
avec	avec	P	_
tous	tout	ADJ	_
les	le	DET	_
caractères	caractère	NC	_
des	de_le	P+D	_
études	étude	NC	_
les	le	DET	_
plus	plus	ADV	_
certaines	certain	PRO	_
.	.	PONCT	_
Tandis_que	tandis_que	CS	_
l'	le	DET	_
université	université	NC	_
d'	de	P	_
Oxford	Oxford	NP	_
se	se	CLO	_
traîne	traîner	V	_
encore	encore	ADV	_
sur	sur	P	_
ses	son	DET	_
vieux	vieux	ADJ	_
erremens	errement	NC	_
,	,	PONCT	_
on	on	CLS	_
crée	créer	V	_
à	à	P	_
*	*	PONCT	_
londres	londrès	NC	_
une	un	DET	_
nouvelle	nouveau	ADJ	_
université	université	NC	_
où	où	PROREL	_
l'on	on	CLS	_
ne	ne	ADV	_
professera	professer	V	_
que	que	ADV	_
les	le	DET	_
connaissances	connaissance	NC	_
usuelles	usuel	ADJ	_
,	,	PONCT	_
comme	comme	P	_
pour	pour	P	_
montrer	montrer	VINF	_
l'	le	DET	_
extrême	extrême	NC	_
ridicule	ridicule	ADJ	_
des	de_le	P+D	_
institutions	institution	NC	_
de	de	P	_
ce	ce	DET	_
genre	genre	NC	_
où	où	PROREL	_
,	,	PONCT	_
à	à	P	_
une	un	DET	_
époque	époque	NC	_
remarquable	remarquable	ADJ	_
par	par	P	_
les	le	DET	_
plus	plus	ADV	_
étonnans	étonnant	ADJ	_
progrès	progrès	NC	_
de	de	P	_
l'	le	DET	_
esprit	esprit	NC	_
humain	humain	ADJ	_
,	,	PONCT	_
on	on	CLS	_
n'	ne	ADV	_
enseigne	enseigner	V	_
cependant	cependant	ADV	_
que	que	CS	_
ce	ce	PRO	_
qu'	que	PROREL	_
on	on	CLS	_
enseignait	enseigner	V	_
il	il	CLS	_
y	y	CLO	_
a	avoir	V	_
trois	trois	DET	_
siècles	siècle	NC	_
.	.	PONCT	_
Des	un	DET	_
cours	cour	NC	_
particuliers	particulier	ADJ	_
d'	de	P	_
économie	économie	NC	_
politique	politique	ADJ	_
ont	avoir	V	_
lieu	lieu	NC	_
dans	dans	P	_
plusieurs	plusieurs	DET	_
villes	ville	NC	_
,	,	PONCT	_
entre	entre	P	_
autres	autre	NC	_
à	à	P	_
Genève	Genève	NP	_
.	.	PONCT	_
Le	le	DET	_
gouvernement	gouvernement	NC	_
français	français	ADJ	_
s'	se	CLO	_
est	être	V	_
honoré	honorer	VPP	_
en	en	P	_
ordonnant	ordonner	VPR	_
l'	le	DET	_
établissement	établissement	NC	_
d'	de	P	_
une	un	DET	_
chaire	chaire	NC	_
pour	pour	P	_
cette	ce	DET	_
science	science	NC	_
à	à	P	_
l'	le	DET	_
école	école	NC	_
de	de	P	_
droit	droit	NC	_
de	de	P	_
Paris	Paris	NP	_
,	,	PONCT	_
où	où	PROREL	_
sa	son	DET	_
place	place	NC	_
était	être	V	_
marquée	marquer	VPP	_
;	;	PONCT	_
et	et	CC	_
,	,	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
est	être	V	_
plus	plus	ADV	_
important	important	ADJ	_
encore	encore	ADV	_
,	,	PONCT	_
nos	notre	DET	_
jeunes	jeune	ADJ	_
publicistes	publiciste	NC	_
couronnent	couronner	V	_
leurs	leur	DET	_
études	étude	NC	_
en	en	P	_
s'	se	CLO	_
initiant	initier	VPR	_
,	,	PONCT	_
par	par	P	_
des	un	DET	_
travaux	travail	NC	_
particuliers	particulier	ADJ	_
,	,	PONCT	_
aux	à_le	P+D	_
vérités	vérité	NC	_
qui	qui	PROREL	_
leur	il	CLO	_
dévoilent	dévoiler	V	_
le	le	DET	_
mécanisme	mécanisme	NC	_
des	de_le	P+D	_
sociétés	société	NC	_
.	.	PONCT	_
On	on	CLS	_
est	être	V	_
étonné	étonner	VPP	_
de	de	P	_
leurs	leur	DET	_
progrès	progrès	NC	_
,	,	PONCT	_
quand	quand	CS	_
on	on	CLS	_
compare	comparer	V	_
la	le	DET	_
plupart	plupart	NC	_
des	de_le	P+D	_
écrits	écrit	NC	_
périodiques	périodique	ADJ	_
de	de	P	_
l'	le	DET	_
époque	époque	NC	_
où	où	PROREL	_
nous	nous	CLS	_
sommes	être	V	_
,	,	PONCT	_
de	de	P	_
même	même	ADV	_
que	que	CS	_
les	le	DET	_
ouvrages	ouvrage	NC	_
qui	qui	PROREL	_
se	se	CLO	_
publient	publier	V	_
sur	sur	P	_
la	le	DET	_
politique	politique	NC	_
,	,	PONCT	_
l'	le	DET	_
histoire	histoire	NC	_
,	,	PONCT	_
les	le	DET	_
voyages	voyage	NC	_
,	,	PONCT	_
les	le	DET	_
finances	finance	NC	_
,	,	PONCT	_
le	le	DET	_
commerce	commerce	NC	_
et	et	CC	_
les	le	DET	_
arts	art	NC	_
,	,	PONCT	_
avec	avec	P	_
les	le	DET	_
écrits	écrit	NC	_
du	de_le	P+D	_
même	même	ADJ	_
genre	genre	NC	_
publiés	publier	VPP	_
seulement	seulement	ADV	_
dix	dix	DET	_
ans	an	NC	_
auparavant	auparavant	ADV	_
.	.	PONCT	_
Ceux	celui	PRO	_
de	de	P	_
ces	ce	DET	_
ouvrages	ouvrage	NC	_
qui	qui	PROREL	_
décèlent	déceler	V	_
une	un	DET	_
ignorance	ignorance	NC	_
complète	complet	ADJ	_
des	de_le	P+D	_
principes	principe	NC	_
de	de	P	_
l'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
ne	ne	ADV	_
fixent	fixer	V	_
pas	pas	ADV	_
un	un	DET	_
instant	instant	NC	_
les	le	DET	_
regards	regard	NC	_
du	de_le	P+D	_
public	public	NC	_
.	.	PONCT	_
Lorsque	lorsque	CS	_
les	le	DET	_
jeunes	jeune	ADJ	_
gens	gens	NC	_
qui	qui	PROREL	_
maintenant	maintenant	ADV	_
sont	être	V	_
des	un	DET	_
élèves	élève	NC	_
,	,	PONCT	_
se	se	CLO	_
trouveront	trouver	V	_
répandus	répandre	VPP	_
dans	dans	P	_
toutes	tout	ADJ	_
les	le	DET	_
classes	classe	NC	_
de	de	P	_
la	le	DET	_
société	société	NC	_
,	,	PONCT	_
et	et	CC	_
élevés	élever	VPP	_
aux	à_le	P+D	_
principaux	principal	ADJ	_
postes	poste	NC	_
de	de	P	_
l'	le	DET	_
administration	administration	NC	_
,	,	PONCT	_
les	le	DET	_
opérations	opération	NC	_
publiques	public	ADJ	_
seront	être	V	_
bien	bien	ADV	_
meilleures	meilleur	ADJ	_
que	que	CS	_
par	par	P	_
le	le	DET	_
passé	passé	NC	_
.	.	PONCT	_
Les	le	DET	_
gouvernans	gouvernant	NC	_
comme	comme	P	_
les	le	DET	_
gouvernés	gouverné	NC	_
,	,	PONCT	_
prendront	prendre	V	_
pour	pour	P	_
règle	règle	NC	_
des	de_le	P+D	_
principes	principe	NC	_
plus	plus	ADV	_
uniformes	uniforme	ADJ	_
;	;	PONCT	_
ce	ce	PRO	_
qui	qui	PROREL	_
amènera	amener	V	_
tout	tout	ADV	_
naturellement	naturellement	ADV	_
moins	moins	ADV	_
d'	de	P	_
oppression	oppression	NC	_
d'	de	P	_
un	un	DET	_
côté	côté	NC	_
et	et	CC	_
plus	plus	ADV	_
de	de	P	_
confiance	confiance	NC	_
de	de	P	_
l'	le	DET	_
autre	autre	NC	_
.	.	PONCT	_
Mais	mais	CC	_
ce	ce	PRO	_
qui	qui	PROREL	_
a	avoir	V	_
surtout	surtout	ADV	_
contribué	contribuer	VPP	_
aux	à_le	P+D	_
progrès	progrès	NC	_
de	de	P	_
l'	le	DET	_
économie	économie	NC	_
politique	politique	ADJ	_
,	,	PONCT	_
ce	ce	CLS	_
sont	être	V	_
les	le	DET	_
circonstances	circonstance	NC	_
graves	grave	ADJ	_
dans	dans	P	_
lesquelles	il	PROREL	_
le	le	DET	_
monde	monde	NC	_
civilisé	civiliser	VPP	_
s'	se	CLO	_
est	être	V	_
trouvé	trouver	VPP	_
enveloppé	envelopper	VPP	_
depuis	depuis	P	_
quarante	quarante	DET	_
ans	an	NC	_
.	.	PONCT	_
Les	le	DET	_
dépenses	dépense	NC	_
des	de_le	P+D	_
gouvernemens	gouvernement	NC	_
se	se	CLO	_
sont	être	V	_
accrues	accroître	VPP	_
à	à	P	_
un	un	DET	_
point	point	NC	_
scandaleux	scandaleux	ADJ	_
;	;	PONCT	_
les	le	DET	_
appels	appel	NC	_
que	que	CS	_
,	,	PONCT	_
pour	pour	P	_
subvenir	subvenir	VINF	_
à	à	P	_
leurs	leur	DET	_
besoins	besoin	NC	_
,	,	PONCT	_
ils	il	CLS	_
ont	avoir	V	_
été	être	VPP	_
forcés	forcer	VPP	_
de	de	P	_
faire	faire	VINF	_
à	à	P	_
leurs	leur	DET	_
sujets	sujet	NC	_
,	,	PONCT	_
ont	avoir	V	_
averti	avertir	VPP	_
ceux	celui	PRO	_
-ci	ci	ADV	_
de	de	P	_
leur	leur	DET	_
importance	importance	NC	_
;	;	PONCT	_
le	le	DET	_
concours	concours	NC	_
de	de	P	_
la	le	DET	_
volonté	volonté	NC	_
générale	général	ADJ	_
,	,	PONCT	_
ou	ou	CC	_
du	de_le	P+D	_
moins	moins	NC	_
de	de	P	_
ce	ce	PRO	_
qui	qui	PROREL	_
en	en	CLO	_
a	avoir	V	_
l'	le	DET	_
air	air	NC	_
,	,	PONCT	_
a	avoir	V	_
été	être	VPP	_
réclamé	réclamer	VPP	_
,	,	PONCT	_
sinon	sinon	P	_
établi	établir	VPP	_
